# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   53       1.987575084924e-10       1.921206266092e-14      -3.673342054038e-15       0.000000000000e+00       4.709723169144e-11       5.134745576441e-12      -8.903180963108e-15 
   54       2.015441486355e-10       2.037156731067e-14      -3.416559199349e-14       0.000000000000e+00       4.519631575510e-11       4.945856482804e-12      -9.020528316278e-15 
   55       2.043471792428e-10       2.157047266189e-14      -6.639377604624e-14       0.000000000000e+00       4.338990054905e-11       4.766563807942e-12      -9.224583206669e-15 
   56       2.071687682219e-10       2.280879674257e-14      -1.003691795862e-13       0.000000000000e+00       4.167586530332e-11       4.596720937866e-12      -9.504008970478e-15 
   57       2.100126437448e-10       2.408654166120e-14      -1.361131655615e-13       0.000000000000e+00       4.005326732530e-11       4.436173309338e-12      -9.832698095472e-15 
   58       2.128818295612e-10       2.540366297599e-14      -1.736475803478e-13       0.000000000000e+00       3.851842985773e-11       4.284477443989e-12      -1.018002621034e-14 
   59       2.157785786846e-10       2.676006876107e-14      -2.129948600846e-13       0.000000000000e+00       3.706477317767e-11       4.140883231774e-12      -1.051064463099e-14 
   60       2.187043070780e-10       2.815561867272e-14      -2.541781370104e-13       0.000000000000e+00       3.568264569532e-11       4.004316214432e-12      -1.078427290682e-14 
   61       2.216599102038e-10       2.959005282230e-14      -2.972150390827e-13       0.000000000000e+00       3.436200663078e-11       3.873666803679e-12      -1.096504258624e-14 
   62       2.246469457269e-10       3.106276185162e-14      -3.420972219453e-13       0.000000000000e+00       3.310155980118e-11       3.748773876356e-12      -1.105244865826e-14 
   63       2.276665998147e-10       3.257296335665e-14      -3.888064104777e-13       0.000000000000e+00       3.190137962243e-11       3.629631524206e-12      -1.105700898134e-14 
   64       2.307192746047e-10       3.411976442821e-14      -4.373202081890e-13       0.000000000000e+00       3.076016357346e-11       3.516093781334e-12      -1.099141982018e-14 
   65       2.338045340391e-10       3.570215849106e-14      -4.876120034470e-13       0.000000000000e+00       2.967515377356e-11       3.407866646470e-12      -1.087065144502e-14 
   66       2.369210496981e-10       3.731902214287e-14      -5.396508757063e-13       0.000000000000e+00       2.864205855964e-11       3.304500105234e-12      -1.071204373089e-14 
   67       2.400665466341e-10       3.896911199326e-14      -5.934015017363e-13       0.000000000000e+00       2.765497406360e-11       3.205380152398e-12      -1.053540175687e-14 
   68       2.432387682806e-10       4.065118948115e-14      -6.488284476680e-13       0.000000000000e+00       2.670796234403e-11       3.109897680539e-12      -1.035911677084e-14 
   69       2.464387192951e-10       4.236443176113e-14      -7.059102646321e-13       0.000000000000e+00       2.580033240453e-11       3.018012717073e-12      -1.018740267721e-14 
   70       2.496679855145e-10       4.410809877750e-14      -7.646280939359e-13       0.000000000000e+00       2.493229328340e-11       2.929790710251e-12      -1.002063318155e-14 
   71       2.529277454190e-10       4.588141276257e-14      -8.249615520233e-13       0.000000000000e+00       2.410335676967e-11       2.845232386209e-12      -9.859081651870e-15 
   72       2.562187420295e-10       4.768355834877e-14      -8.868887488730e-13       0.000000000000e+00       2.331230134749e-11       2.764270294666e-12      -9.702915064810e-15 
   73       2.595412548046e-10       4.951368268079e-14      -9.503863063957e-13       0.000000000000e+00       2.255713614060e-11       2.686765354632e-12      -9.552187951858e-15 
