# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  146       5.581914801956e-10       1.460800949226e-13      -6.020754562724e-12       0.000000000000e+00       3.835571572331e-12       6.771827934821e-13      -4.299072899472e-15 
  147       5.625732270723e-10       1.456456468382e-13      -6.037187576300e-12       0.000000000000e+00       3.761135709805e-12       6.669001181662e-13      -4.234157295892e-15 
  148       5.669349292381e-10       1.451497559749e-13      -6.050611593451e-12       0.000000000000e+00       3.688501004270e-12       6.568088303485e-13      -4.168797573009e-15 
  149       5.712754670677e-10       1.445933422687e-13      -6.060980866071e-12       0.000000000000e+00       3.617655805132e-12       6.469087874721e-13      -4.103039968353e-15 
  150       5.755936817788e-10       1.439774254492e-13      -6.068251062076e-12       0.000000000000e+00       3.548581718972e-12       6.371990506681e-13      -4.036930914557e-15 
  151       5.798883746282e-10       1.433031267827e-13      -6.072379305088e-12       0.000000000000e+00       3.481253452725e-12       6.276778654933e-13      -3.970517019711e-15 
  152       5.841583061062e-10       1.425716708147e-13      -6.073324214114e-12       0.000000000000e+00       3.415638656878e-12       6.183426426681e-13      -3.903845047723e-15 
  153       5.884021951325e-10       1.417843871131e-13      -6.071045943224e-12       0.000000000000e+00       3.351697768656e-12       6.091899388139e-13      -3.836961898681e-15 
  154       5.926187182511e-10       1.409427120108e-13      -6.065506221236e-12       0.000000000000e+00       3.289383855208e-12       6.002154371914e-13      -3.769914589207e-15 
  155       5.968065088259e-10       1.400481903487e-13      -6.056668391393e-12       0.000000000000e+00       3.228642456800e-12       5.914139284374e-13      -3.702750232819e-15 
