# dimensionless total [l(l+1)/2pi] C_l's
# for l=1 to 300, i.e. number of multipoles equal to 299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[2]-dens[2]        4:dens[3]-dens[3]    
  250       1.304258077888e-02       8.475688568944e-03       6.688954003813e-03 
  251       1.305787069336e-02       8.495257274361e-03       6.699550153357e-03 
  252       1.307295458566e-02       8.515108673261e-03       6.709803056505e-03 
  253       1.308783632771e-02       8.535234870714e-03       6.719722639910e-03 
  254       1.310251973070e-02       8.555627425685e-03       6.729319200853e-03 
  255       1.311700854305e-02       8.576277344220e-03       6.738603410666e-03 
  256       1.313130644827e-02       8.597175072618e-03       6.747586318133e-03 
  257       1.314541706297e-02       8.618310490610e-03       6.756279352908e-03 
  258       1.315934393469e-02       8.639672904538e-03       6.764694328927e-03 
  259       1.317309053992e-02       8.661251040532e-03       6.772843447815e-03 
  260       1.318666028192e-02       8.683033037687e-03       6.780739302305e-03 
  261       1.320005648877e-02       8.705006441240e-03       6.788394879642e-03 
  262       1.321328241116e-02       8.727158195749e-03       6.795823565000e-03 
  263       1.322634122044e-02       8.749474638273e-03       6.803039144895e-03 
  264       1.323923600646e-02       8.771941491544e-03       6.810055810589e-03 
  265       1.325196977551e-02       8.794543857149e-03       6.816888161513e-03 
  266       1.326454544830e-02       8.817266208707e-03       6.823551208668e-03 
  267       1.327696585780e-02       8.840092385044e-03       6.830060378044e-03 
  268       1.328923374723e-02       8.863005583375e-03       6.836431514030e-03 
  269       1.330135176797e-02       8.885988352480e-03       6.842680882825e-03 
  270       1.331332247746e-02       8.909022585878e-03       6.848825175848e-03 
  271       1.332514833716e-02       8.932089515010e-03       6.854881513156e-03 
  272       1.333683171045e-02       8.955169702414e-03       6.860867446848e-03 
  273       1.334837486056e-02       8.978243034904e-03       6.866800964483e-03 
  274       1.335977994851e-02       9.001288716745e-03       6.872700492489e-03 
  275       1.337104903102e-02       9.024285262834e-03       6.878584899574e-03 
  276       1.338218405844e-02       9.047210491875e-03       6.884473500141e-03 
  277       1.339318687266e-02       9.070041519559e-03       6.890386057696e-03 
  278       1.340405920508e-02       9.092754751740e-03       6.896342788263e-03 
  279       1.341480467068e-02       9.115332441201e-03       6.902361081373e-03 
  280       1.342543486912e-02       9.137782748003e-03       6.908445467967e-03 
  281       1.343596359570e-02       9.160120705147e-03       6.914597139390e-03 
  282       1.344640487464e-02       9.182361751844e-03       6.920817181374e-03 
  283       1.345677296005e-02       9.204521736772e-03       6.927106572410e-03 
  284       1.346708233693e-02       9.226616921339e-03       6.933466182111e-03 
  285       1.347734772217e-02       9.248663982941e-03       6.939896769592e-03 
  286       1.348758406553e-02       9.270680018224e-03       6.946398981828e-03 
  287       1.349780655062e-02       9.292682546343e-03       6.952973352035e-03 
  288       1.350803059592e-02       9.314689512219e-03       6.959620298031e-03 
  289       1.351827185576e-02       9.336719289805e-03       6.966340120610e-03 
  290       1.352854622129e-02       9.358790685342e-03       6.973133001912e-03 
  291       1.353886982152e-02       9.380922940618e-03       6.979999003789e-03 
  292       1.354925902425e-02       9.403135736233e-03       6.986938066179e-03 
  293       1.355973043711e-02       9.425449194853e-03       6.993950005473e-03 
  294       1.357030090854e-02       9.447883884474e-03       7.001034512887e-03 
  295       1.358098752876e-02       9.470460821679e-03       7.008191152828e-03 
  296       1.359180763078e-02       9.493201474904e-03       7.015419361268e-03 
  297       1.360277879140e-02       9.516127767688e-03       7.022718444110e-03 
  298       1.361391883219e-02       9.539262081943e-03       7.030087575560e-03 
  299       1.362524582047e-02       9.562627261208e-03       7.037525796496e-03 
  300       1.363677807032e-02       9.586246613911e-03       7.045032012837e-03 
